codigo_punto_medicion,CodigoCauce,descripcion_punto_medicion,sensor_relevado,sensor_tipo,sensor_unidad_medida,nombre_de_zona,fecha_desde,fecha_fin,valor_promedio_relevado,latitud,longitud,desde
4035,NA,Uso Poblacional - AySam La Remonta                                                                  ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,AYSAM                                                                                                                                                 ,2008-10-18,2015-10-18,74.07,-33.713297,-69.265374,08.10.18
4035,NA,Uso Poblacional - AySam La Remonta                                                                  ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,AYSAM                                                                                                                                                 ,2015-10-18,2022-10-18,78.58,-33.713297,-69.265374,15.10.18
4035,NA,Uso Poblacional - AySam La Remonta                                                                  ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,AYSAM                                                                                                                                                 ,2022-10-18,2029-10-18,80.61,-33.713297,-69.265374,22.10.18
4035,NA,Uso Poblacional - AySam La Remonta                                                                  ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,AYSAM                                                                                                                                                 ,2001-09-18,2008-09-18,48.19,-33.713297,-69.265374,01.09.18
4035,NA,Uso Poblacional - AySam La Remonta                                                                  ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,AYSAM                                                                                                                                                 ,2008-09-18,2015-09-18,74.39,-33.713297,-69.265374,08.09.18
4035,NA,Uso Poblacional - AySam La Remonta                                                                  ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,AYSAM                                                                                                                                                 ,2015-09-18,2022-09-18,75.79,-33.713297,-69.265374,15.09.18
4035,NA,Uso Poblacional - AySam La Remonta                                                                  ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,AYSAM                                                                                                                                                 ,2022-09-18,2029-09-18,83.78,-33.713297,-69.265374,22.09.18
4034,NA,Arroyo Grande -Canal Sauce                                                                          ,Sensor-Caudal-AN1                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2008-10-18,2015-10-18,212.67,-33.595979,-69.263512,08.10.18
4034,NA,Arroyo Grande -Canal Sauce                                                                          ,Sensor-Caudal-AN1                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2015-10-18,2022-10-18,225.52,-33.595979,-69.263512,15.10.18
4034,NA,Arroyo Grande -Canal Sauce                                                                          ,Sensor-Caudal-AN1                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2022-10-18,2029-10-18,221.69,-33.595979,-69.263512,22.10.18
4034,NA,Arroyo Grande -Canal Sauce                                                                          ,Sensor-Caudal-AN1                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2001-09-18,2008-09-18,287.73,-33.595979,-69.263512,01.09.18
4034,NA,Arroyo Grande -Canal Sauce                                                                          ,Sensor-Caudal-AN1                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2008-09-18,2015-09-18,250.45,-33.595979,-69.263512,08.09.18
4034,NA,Arroyo Grande -Canal Sauce                                                                          ,Sensor-Caudal-AN1                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2015-09-18,2022-09-18,230.33,-33.595979,-69.263512,15.09.18
4034,NA,Arroyo Grande -Canal Sauce                                                                          ,Sensor-Caudal-AN1                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2022-09-18,2029-09-18,182.11,-33.595979,-69.263512,22.09.18
4033,NA,Río Las Tunas Margen Derecha                                                                        ,Sensor-Caudal-AN1                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2008-10-18,2015-10-18,179.16,-33.391361,-69.360428,08.10.18
4033,NA,Río Las Tunas Margen Derecha                                                                        ,Sensor-Caudal-AN1                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2015-10-18,2022-10-18,199.05,-33.391361,-69.360428,15.10.18
4033,NA,Río Las Tunas Margen Derecha                                                                        ,Sensor-Caudal-AN1                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2022-10-18,2029-10-18,209.29,-33.391361,-69.360428,22.10.18
4033,NA,Río Las Tunas Margen Derecha                                                                        ,Sensor-Caudal-AN1                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2001-09-18,2008-09-18,278.47,-33.391361,-69.360428,01.09.18
4033,NA,Río Las Tunas Margen Derecha                                                                        ,Sensor-Caudal-AN1                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2008-09-18,2015-09-18,280.47,-33.391361,-69.360428,08.09.18
4033,NA,Río Las Tunas Margen Derecha                                                                        ,Sensor-Caudal-AN1                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2015-09-18,2022-09-18,274.55,-33.391361,-69.360428,15.09.18
4033,NA,Río Las Tunas Margen Derecha                                                                        ,Sensor-Caudal-AN1                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2022-09-18,2029-09-18,264.9,-33.391361,-69.360428,22.09.18
4032,9707,M. Tgto Este                                                                                        ,Sensor-Caudal-Matriz Tupungato-Este                                                                 ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2008-10-18,2015-10-18,5.15,-33.370111,-69.343411,08.10.18
4032,9707,M. Tgto Este                                                                                        ,Sensor-Caudal-Matriz Tupungato-Este                                                                 ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2015-10-18,2022-10-18,6.12,-33.370111,-69.343411,15.10.18
4032,9707,M. Tgto Este                                                                                        ,Sensor-Caudal-Matriz Tupungato-Este                                                                 ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2022-10-18,2029-10-18,3.34,-33.370111,-69.343411,22.10.18
4032,9707,M. Tgto Este                                                                                        ,Sensor-Caudal-Matriz Tupungato-Sur                                                                  ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2008-10-18,2015-10-18,1129.54,-33.370111,-69.343411,08.10.18
4032,9707,M. Tgto Este                                                                                        ,Sensor-Caudal-Matriz Tupungato-Sur                                                                  ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2015-10-18,2022-10-18,1138.73,-33.370111,-69.343411,15.10.18
4032,9707,M. Tgto Este                                                                                        ,Sensor-Caudal-Matriz Tupungato-Sur                                                                  ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2022-10-18,2029-10-18,1144.22,-33.370111,-69.343411,22.10.18
4032,9707,M. Tgto Este                                                                                        ,Sensor-Caudal-Matriz Tupungato-Este                                                                 ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2001-09-18,2008-09-18,0.18,-33.370111,-69.343411,01.09.18
4032,9707,M. Tgto Este                                                                                        ,Sensor-Caudal-Matriz Tupungato-Este                                                                 ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2008-09-18,2015-09-18,0,-33.370111,-69.343411,08.09.18
4032,9707,M. Tgto Este                                                                                        ,Sensor-Caudal-Matriz Tupungato-Este                                                                 ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2015-09-18,2022-09-18,0.11,-33.370111,-69.343411,15.09.18
4032,9707,M. Tgto Este                                                                                        ,Sensor-Caudal-Matriz Tupungato-Este                                                                 ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2022-09-18,2029-09-18,0,-33.370111,-69.343411,22.09.18
4032,9707,M. Tgto Este                                                                                        ,Sensor-Caudal-Matriz Tupungato-Sur                                                                  ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2001-09-18,2008-09-18,1146.54,-33.370111,-69.343411,01.09.18
4032,9707,M. Tgto Este                                                                                        ,Sensor-Caudal-Matriz Tupungato-Sur                                                                  ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2008-09-18,2015-09-18,1132.48,-33.370111,-69.343411,08.09.18
4032,9707,M. Tgto Este                                                                                        ,Sensor-Caudal-Matriz Tupungato-Sur                                                                  ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2015-09-18,2022-09-18,1132.35,-33.370111,-69.343411,15.09.18
4032,9707,M. Tgto Este                                                                                        ,Sensor-Caudal-Matriz Tupungato-Sur                                                                  ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2022-09-18,2029-09-18,1131.55,-33.370111,-69.343411,22.09.18
4031,NA,M. Tgto Comienzo -Matriz Tupungato                                                                  ,Sensor-Caudal-AN1                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2008-10-18,2015-10-18,975.4,-33.385126,-69.362292,08.10.18
4031,NA,M. Tgto Comienzo -Matriz Tupungato                                                                  ,Sensor-Caudal-AN1                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2015-10-18,2022-10-18,1005.52,-33.385126,-69.362292,15.10.18
4031,NA,M. Tgto Comienzo -Matriz Tupungato                                                                  ,Sensor-Caudal-AN1                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2022-10-18,2029-10-18,1040.28,-33.385126,-69.362292,22.10.18
4031,NA,M. Tgto Comienzo -Matriz Tupungato                                                                  ,Sensor-Caudal-AN1                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2001-09-18,2008-09-18,811.24,-33.385126,-69.362292,01.09.18
4031,NA,M. Tgto Comienzo -Matriz Tupungato                                                                  ,Sensor-Caudal-AN1                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2008-09-18,2015-09-18,938.01,-33.385126,-69.362292,08.09.18
4031,NA,M. Tgto Comienzo -Matriz Tupungato                                                                  ,Sensor-Caudal-AN1                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2015-09-18,2022-09-18,877.6,-33.385126,-69.362292,15.09.18
4031,NA,M. Tgto Comienzo -Matriz Tupungato                                                                  ,Sensor-Caudal-AN1                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2022-09-18,2029-09-18,847.29,-33.385126,-69.362292,22.09.18
4030,NA,M. Tgto Este -Canal El Peral                                                                        ,Sensor-Caudal-AN1                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2008-10-18,2015-10-18,179.59,-33.33627545,-69.19862729,08.10.18
4030,NA,M. Tgto Este -Canal El Peral                                                                        ,Sensor-Caudal-AN1                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2015-10-18,2022-10-18,180.48,-33.33627545,-69.19862729,15.10.18
4030,NA,M. Tgto Este -Canal El Peral                                                                        ,Sensor-Caudal-AN1                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2022-10-18,2029-10-18,174.46,-33.33627545,-69.19862729,22.10.18
4030,NA,M. Tgto Este -Canal El Peral                                                                        ,Sensor-Caudal-AN1                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2001-09-18,2008-09-18,323.71,-33.33627545,-69.19862729,01.09.18
4030,NA,M. Tgto Este -Canal El Peral                                                                        ,Sensor-Caudal-AN1                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2008-09-18,2015-09-18,197.44,-33.33627545,-69.19862729,08.09.18
4030,NA,M. Tgto Este -Canal El Peral                                                                        ,Sensor-Caudal-AN1                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2015-09-18,2022-09-18,192.37,-33.33627545,-69.19862729,15.09.18
4030,NA,M. Tgto Este -Canal El Peral                                                                        ,Sensor-Caudal-AN1                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2022-09-18,2029-09-18,182.84,-33.33627545,-69.19862729,22.09.18
4029,NA,M. Tgto Este -Canal Ancon                                                                           ,Sensor-Caudal-AN1                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2008-10-18,2015-10-18,252.68,-33.295108,-69.186308,08.10.18
4029,NA,M. Tgto Este -Canal Ancon                                                                           ,Sensor-Caudal-AN1                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2015-10-18,2022-10-18,260.05,-33.295108,-69.186308,15.10.18
4029,NA,M. Tgto Este -Canal Ancon                                                                           ,Sensor-Caudal-AN1                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2022-10-18,2029-10-18,268.72,-33.295108,-69.186308,22.10.18
4029,NA,M. Tgto Este -Canal Ancon                                                                           ,Sensor-Caudal-AN1                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2001-09-18,2008-09-18,154.27,-33.295108,-69.186308,01.09.18
4029,NA,M. Tgto Este -Canal Ancon                                                                           ,Sensor-Caudal-AN1                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2008-09-18,2015-09-18,216.16,-33.295108,-69.186308,08.09.18
4029,NA,M. Tgto Este -Canal Ancon                                                                           ,Sensor-Caudal-AN1                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2015-09-18,2022-09-18,209.21,-33.295108,-69.186308,15.09.18
4029,NA,M. Tgto Este -Canal Ancon                                                                           ,Sensor-Caudal-AN1                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2022-09-18,2029-09-18,166.86,-33.295108,-69.186308,22.09.18
4028,NA,M. Tgto Este -Canal Alto Verde                                                                      ,Sensor-Caudal-AN1                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2008-10-18,2015-10-18,254.6,-33.31541487,-69.18002617,08.10.18
4028,NA,M. Tgto Este -Canal Alto Verde                                                                      ,Sensor-Caudal-AN1                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2015-10-18,2022-10-18,246.23,-33.31541487,-69.18002617,15.10.18
4028,NA,M. Tgto Este -Canal Alto Verde                                                                      ,Sensor-Caudal-AN1                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2022-10-18,2029-10-18,212.91,-33.31541487,-69.18002617,22.10.18
4028,NA,M. Tgto Este -Canal Alto Verde                                                                      ,Sensor-Caudal-AN1                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2001-09-18,2008-09-18,215.36,-33.31541487,-69.18002617,01.09.18
4028,NA,M. Tgto Este -Canal Alto Verde                                                                      ,Sensor-Caudal-AN1                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2008-09-18,2015-09-18,257.8,-33.31541487,-69.18002617,08.09.18
4028,NA,M. Tgto Este -Canal Alto Verde                                                                      ,Sensor-Caudal-AN1                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2015-09-18,2022-09-18,255.59,-33.31541487,-69.18002617,15.09.18
4028,NA,M. Tgto Este -Canal Alto Verde                                                                      ,Sensor-Caudal-AN1                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2022-09-18,2029-09-18,251.99,-33.31541487,-69.18002617,22.09.18
4026,NA,M. V. Uco -MD -C. Consulta -RN (Rama Norte)                                                         ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2008-10-18,2015-10-18,640.41,-33.73137361,-69.12006957,08.10.18
4026,NA,M. V. Uco -MD -C. Consulta -RN (Rama Norte)                                                         ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2015-10-18,2022-10-18,616.17,-33.73137361,-69.12006957,15.10.18
4026,NA,M. V. Uco -MD -C. Consulta -RN (Rama Norte)                                                         ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2022-10-18,2029-10-18,605.03,-33.73137361,-69.12006957,22.10.18
4026,NA,M. V. Uco -MD -C. Consulta -RN (Rama Norte)                                                         ,Sensor-Caudal-MODBUS2                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2008-10-18,2015-10-18,28.27,-33.73137361,-69.12006957,08.10.18
4026,NA,M. V. Uco -MD -C. Consulta -RN (Rama Norte)                                                         ,Sensor-Caudal-MODBUS2                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2015-10-18,2022-10-18,34.88,-33.73137361,-69.12006957,15.10.18
4026,NA,M. V. Uco -MD -C. Consulta -RN (Rama Norte)                                                         ,Sensor-Caudal-MODBUS2                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2022-10-18,2029-10-18,53.28,-33.73137361,-69.12006957,22.10.18
4026,NA,M. V. Uco -MD -C. Consulta -RN (Rama Norte)                                                         ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2001-09-18,2008-09-18,643.24,-33.73137361,-69.12006957,01.09.18
4026,NA,M. V. Uco -MD -C. Consulta -RN (Rama Norte)                                                         ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2008-09-18,2015-09-18,641.83,-33.73137361,-69.12006957,08.09.18
4026,NA,M. V. Uco -MD -C. Consulta -RN (Rama Norte)                                                         ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2015-09-18,2022-09-18,625.13,-33.73137361,-69.12006957,15.09.18
4026,NA,M. V. Uco -MD -C. Consulta -RN (Rama Norte)                                                         ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2022-09-18,2029-09-18,616.95,-33.73137361,-69.12006957,22.09.18
4026,NA,M. V. Uco -MD -C. Consulta -RN (Rama Norte)                                                         ,Sensor-Caudal-MODBUS2                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2001-09-18,2008-09-18,24.25,-33.73137361,-69.12006957,01.09.18
4026,NA,M. V. Uco -MD -C. Consulta -RN (Rama Norte)                                                         ,Sensor-Caudal-MODBUS2                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2008-09-18,2015-09-18,25.7,-33.73137361,-69.12006957,08.09.18
4026,NA,M. V. Uco -MD -C. Consulta -RN (Rama Norte)                                                         ,Sensor-Caudal-MODBUS2                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2015-09-18,2022-09-18,22.97,-33.73137361,-69.12006957,15.09.18
4026,NA,M. V. Uco -MD -C. Consulta -RN (Rama Norte)                                                         ,Sensor-Caudal-MODBUS2                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2022-09-18,2029-09-18,28.95,-33.73137361,-69.12006957,22.09.18
4025,NA,M. V. Uco -MD -C. Consulta Horqueta                                                                 ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2008-10-18,2015-10-18,1395.94,-33.732224,-69.126798,08.10.18
4025,NA,M. V. Uco -MD -C. Consulta Horqueta                                                                 ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2015-10-18,2022-10-18,1413.06,-33.732224,-69.126798,15.10.18
4025,NA,M. V. Uco -MD -C. Consulta Horqueta                                                                 ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2022-10-18,2029-10-18,1398.08,-33.732224,-69.126798,22.10.18
4025,NA,M. V. Uco -MD -C. Consulta Horqueta                                                                 ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2001-09-18,2008-09-18,1269.06,-33.732224,-69.126798,01.09.18
4025,NA,M. V. Uco -MD -C. Consulta Horqueta                                                                 ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO TUNUYAN SUPERIOR                                                                                                                ,2008-09-18,2015-09-18,1125.12,-33.732224,-69.126798,08.09.18
